5725, 0.008983
5705, 0.016133
5705, 0.016361
5724, 0.02851
4619, 0.040493
3924, 0.040798
4618, 0.049017
3560, 0.050149
4229, 0.050149
4236, 0.050149
4239, 0.050149
5195, 0.050149
4620, 0.051637
5705, 0.061747
5777, 0.065947
2211, 0.066417
3852, 0.066667
2220, 0.081846
2213, 0.09658
3854, 0.1
3965, 0.100024
4234, 0.100024
4237, 0.100024
4242, 0.100024
1632, 0.105851
5776, 0.106481
2758, 0.107696
4386, 0.111318
524, 0.113494
3990, 0.122129
4008, 0.125
4010, 0.125
4856, 0.125
1742, 0.147821
5811, 0.149922
3951, 0.154018
3416, 0.159721
3405, 0.168845
5851, 0.175799
5794, 0.183879
5776, 0.192737
1631, 0.193377
2757, 0.195607
3963, 0.196473
5871, 0.197517
1954, 0.198176
2836, 0.198202
1950, 0.198849
3865, 0.200123
3949, 0.20446
3594, 0.205074
3958, 0.206564
287, 0.207749
1765, 0.207749
523, 0.20792
531, 0.20792
3960, 0.21142
3967, 0.21215
3626, 0.21262
4114, 0.216254
4121, 0.216254
3962, 0.216927
5135, 0.221602
5777, 0.222879
3966, 0.233729
1953, 0.236095
3961, 0.237053
5268, 0.238738
4377, 0.241858
2801, 0.24414
4856, 0.25
4858, 0.25
4112, 0.250232
5159, 0.252
4981, 0.252515
3964, 0.252793
5267, 0.253886
3947, 0.257713
2080, 0.259181
5135, 0.260556
5153, 0.260599
5159, 0.260599
4396, 0.26831
72, 0.270667
4221, 0.271084
4388, 0.271357
4385, 0.272376
5160, 0.272557
2763, 0.272916
3293, 0.274622
3578, 0.274801
2754, 0.276481
2250, 0.2831
5191, 0.283354
4157, 0.29078
737, 0.292204
4031, 0.295515
4602, 0.304695
905, 0.306918
5420, 0.308959
1629, 0.309634
5136, 0.309846
1335, 0.3125
4166, 0.313559
3352, 0.313897
5252, 0.314049
4970, 0.318546
1619, 0.321254
2265, 0.32634
4451, 0.333333
4859, 0.333333
5404, 0.333333
2578, 0.338733
4088, 0.338848
4173, 0.340206
35, 0.345761
823, 0.345761
907, 0.345761
909, 0.345761
910, 0.345761
912, 0.345761
913, 0.345761
915, 0.345761
917, 0.345761
919, 0.345761
920, 0.345761
3805, 0.349656
4411, 0.351459
4378, 0.352807
288, 0.3553
1767, 0.3553
4079, 0.356253
521, 0.356321
586, 0.356321
588, 0.356321
589, 0.356321
2827, 0.356321
2831, 0.356321
2835, 0.356321
2838, 0.356321
2840, 0.356321
2841, 0.356321
2842, 0.356321
2843, 0.356321
2864, 0.356321
2865, 0.356321
5770, 0.358903
5175, 0.360933
5617, 0.366869
2299, 0.368009
4791, 0.36876
1627, 0.369342
69, 0.370455
4090, 0.371794
4174, 0.371794
1733, 0.371836
4472, 0.374811
4618, 0.375
4108, 0.375638
5151, 0.377938
2796, 0.378205
4823, 0.379367
4860, 0.380829
5035, 0.381102
4871, 0.381453
5180, 0.381494
4965, 0.382615
5696, 0.383683
5348, 0.383862
3735, 0.384103
4877, 0.385341
4812, 0.385983
4932, 0.38872
2810, 0.392064
67, 0.392445
2227, 0.394823
3802, 0.395211
5602, 0.396043
4682, 0.396407
3945, 0.396842
4043, 0.398013
4212, 0.398923
1617, 0.403634
4037, 0.407029
4971, 0.407891
4176, 0.409836
4702, 0.415808
5002, 0.416666
4456, 0.417669
3863, 0.425513
3734, 0.431091
4604, 0.43131
3178, 0.433413
3146, 0.436214
2352, 0.43771
4073, 0.438467
4206, 0.440898
3834, 0.441743
5603, 0.442028
5688, 0.444689
1587, 0.444882
4390, 0.446871
5688, 0.447559
4032, 0.449165
3148, 0.449887
3340, 0.45513
3677, 0.455611
5483, 0.456349
2537, 0.459454
1097, 0.462008
1637, 0.462073
4933, 0.462176
1711, 0.464135
5105, 0.465731
4395, 0.465751
1729, 0.471649
5053, 0.474006
1133, 0.475974
5746, 0.47619
5152, 0.478199
3303, 0.478616
1714, 0.481053
5742, 0.481666
1721, 0.482345
5161, 0.483641
4983, 0.484076
5252, 0.484076
5672, 0.487067
3349, 0.487179
4138, 0.487301
2935, 0.490213
5154, 0.490886
1735, 0.491224
1725, 0.493373
4808, 0.494245
3634, 0.494571
1636, 0.49522
1139, 0.497218
1633, 0.499014
1443, 0.5
2146, 0.5
2266, 0.5
2603, 0.5
4583, 0.5
5290, 0.5
5308, 0.5
3819, 0.500828
28, 0.500913
3642, 0.503434
1732, 0.503436
4384, 0.503939
4719, 0.507103
3646, 0.507263
5864, 0.507462
2210, 0.507936
4984, 0.510517
4780, 0.514963
4034, 0.515068
2569, 0.516046
4135, 0.517562
713, 0.518955
1510, 0.519015
3841, 0.520741
3668, 0.520925
1589, 0.524207
1734, 0.526237
101, 0.526301
64, 0.52842
4444, 0.528513
3418, 0.529063
1638, 0.530411
5693, 0.530898
71, 0.534462
4248, 0.534464
5121, 0.534522
5576, 0.534818
5097, 0.535292
3629, 0.536901
1758, 0.537857
3836, 0.538896
1763, 0.544309
160, 0.545454
1044, 0.545454
1123, 0.545454
1124, 0.545454
1125, 0.545454
1126, 0.545454
1127, 0.545454
1128, 0.545454
2168, 0.545454
2332, 0.545454
2335, 0.545454
2338, 0.545454
2339, 0.545454
2340, 0.545454
2341, 0.545454
2342, 0.545454
2343, 0.545454
3312, 0.545454
1726, 0.545827
3274, 0.54613
4572, 0.54615
4223, 0.548506
4923, 0.549624
5798, 0.550185
289, 0.550458
5178, 0.551724
5377, 0.551981
4809, 0.552254
29, 0.554755
2500, 0.554755
1723, 0.554911
522, 0.555555
568, 0.555555
570, 0.555555
578, 0.555555
2799, 0.555555
2800, 0.555555
2801, 0.555555
2814, 0.555555
2822, 0.555555
4101, 0.556223
4702, 0.55761
51, 0.559782
5688, 0.561141
2402, 0.562412
2405, 0.562412
2408, 0.562412
2465, 0.562412
2469, 0.562412
2470, 0.562412
2473, 0.562412
2475, 0.562412
2476, 0.562412
2477, 0.562412
56, 0.563983
2114, 0.563983
4028, 0.564848
5617, 0.566106
2333, 0.566118
3022, 0.568263
1713, 0.569814
5084, 0.569977
1486, 0.571177
5178, 0.571428
5830, 0.573222
746, 0.573341
2499, 0.573364
4098, 0.574414
4876, 0.575571
1712, 0.576369
4792, 0.58108
2264, 0.581408
1595, 0.581812
5034, 0.581818
4043, 0.58191
1730, 0.58412
4811, 0.584733
1899, 0.5854
3977, 0.586058
4992, 0.589489
3840, 0.59001
5648, 0.590882
3527, 0.590909
3772, 0.590909
3800, 0.590909
4596, 0.590909
4599, 0.591624
60, 0.591739
1634, 0.591779
5509, 0.595112
4930, 0.596048
1279, 0.596728
1722, 0.598133
5348, 0.598237
5613, 0.598481
4282, 0.599258
3690, 0.599688
759, 0.6
899, 0.6
3744, 0.6
3745, 0.6
3746, 0.6
3755, 0.6
3756, 0.6
3757, 0.6
3758, 0.6
3759, 0.6
3760, 0.6
3761, 0.6
3762, 0.6
3763, 0.6
5402, 0.6
5403, 0.6
5404, 0.6
5783, 0.602136
4395, 0.604583
731, 0.604601
1279, 0.605472
1280, 0.605472
1728, 0.605497
2724, 0.608479
2238, 0.61187
3610, 0.61235
1626, 0.613848
4781, 0.614067
2533, 0.614239
5563, 0.617624
1737, 0.618552
1136, 0.621032
1369, 0.6225
4284, 0.622757
2308, 0.623375
68, 0.624075
786, 0.624228
30, 0.625
555, 0.625
556, 0.625
612, 0.625
647, 0.625
659, 0.625
664, 0.625
1291, 0.625
1294, 0.625
1295, 0.625
1296, 0.625
1297, 0.625
1298, 0.625
1299, 0.625
1300, 0.625
1301, 0.625
1302, 0.625
1303, 0.625
1304, 0.625
1305, 0.625
1307, 0.625
1308, 0.625
1311, 0.625
1312, 0.625
1313, 0.625
1314, 0.625
1315, 0.625
1316, 0.625
1317, 0.625
1318, 0.625
1319, 0.625
1321, 0.625
1322, 0.625
1323, 0.625
1324, 0.625
1325, 0.625
1335, 0.625
1336, 0.625
1337, 0.625
2505, 0.625
2909, 0.625
5271, 0.625
5321, 0.625
1904, 0.625013
1736, 0.625535
5104, 0.626942
3182, 0.629199
5143, 0.629199
5770, 0.629261
5110, 0.633397
2229, 0.636363
4111, 0.636812
2778, 0.637681
2876, 0.637681
3196, 0.637681
3831, 0.637681
4072, 0.637681
4455, 0.637681
2007, 0.638746
2797, 0.641664
1724, 0.64195
680, 0.642472
3031, 0.642472
94, 0.642857
96, 0.642857
